address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,business_parking,ambience,categories_array
"2900 Warden Avenue, First Floor","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""u'no'"", ""OutdoorSeating"": ""False""}",xugkZQhtyFfO7KYYAVCJSw,"""Food, Bakeries, Coffee & Tea, Bubble Tea""",Toronto,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""9:30-18:0"", ""Sunday"": ""12:0-17:0""}",1,43.7984738,-79.3182127,Kin Kin Bakery & Bubble Tea,M1W 2S8,3,3,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bakeries,Coffee & Tea,Bubble Tea}"
"31 Tapscott Road, Suite 72","{""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'no'"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False""}",5DT6DYPOQi-Bc_uiXjYQFQ,"""Bubble Tea, Coffee & Tea, Juice Bars & Smoothies, Tea Rooms, Food""",Toronto,null,1,43.806776,-79.2216764,Real Fruit Bubble Tea,M1B 4Y7,3,4,ON,,,"{Bubble Tea,Coffee & Tea,Juice Bars & Smoothies,Tea Rooms,Food}"
"5808 Spring Mountain Rd, Ste 108","{""RestaurantsPriceRange2"": ""1"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""False"", ""BikeParking"": ""False"", ""WheelchairAccessible"": ""True"", ""WiFi"": ""u'free'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""Caters"": ""True""}",nW85DZuwHN6v-d3l54BOsQ,"""Food, Bubble Tea, Coffee & Tea, Desserts""",Las Vegas,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0"", ""Thursday"": ""11:0-17:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""11:0-18:0""}",1,36.1260798,-115.2216139,Chatime,89146,182,4.5,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Coffee & Tea,Desserts}"
"43 S Stephanie St, Ste 120, EOS Gym","{""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""WheelchairAccessible"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""DogsAllowed"": ""True"", ""Caters"": ""True"", ""WiFi"": ""u'free'""}",i8G0Zh_yUb8zj7CG_Op63w,"""Coffee Roasteries, Coffee & Tea, Bubble Tea, Food, Desserts, Juice Bars & Smoothies""",Las Vegas,"{""Monday"": ""8:0-20:0"", ""Tuesday"": ""8:0-20:0"", ""Wednesday"": ""7:0-18:0"", ""Thursday"": ""8:0-20:0"", ""Friday"": ""8:0-20:0"", ""Saturday"": ""8:0-20:0"", ""Sunday"": ""9:0-19:0""}",1,36.027521,-115.049222,Jozo Drink Cafe,89012,290,4.5,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee Roasteries,Coffee & Tea,Bubble Tea,Food,Desserts,Juice Bars & Smoothies}"
"9310 S Eastern Ave, Ste 105","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""OutdoorSeating"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""WiFi"": ""'no'"", ""Caters"": ""False""}",35lDiS--Zx-8HLwv2EZBGQ,"""Food, Coffee & Tea, Bubble Tea, Juice Bars & Smoothies""",Henderson,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0"", ""Thursday"": ""11:0-20:0"", ""Friday"": ""11:0-20:0"", ""Saturday"": ""11:0-20:0"", ""Sunday"": ""11:0-18:0""}",1,36.0189352285,-115.1174742209,QQ Boba,89123,267,4,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Coffee & Tea,Bubble Tea,Juice Bars & Smoothies}"
"16487 W Bell Rd, Ste 105","{""WiFi"": ""'free'"", ""BikeParking"": ""True"", ""WheelchairAccessible"": ""True"", ""OutdoorSeating"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsPriceRange2"": ""1""}",kL-ewcgP_Qbakdf1afIqIA,"""Coffee & Tea, Juice Bars & Smoothies, Desserts, Shaved Ice, Food, Bubble Tea, Shaved Snow""",Surprise,"{""Monday"": ""0:0-0:0"", ""Wednesday"": ""12:0-21:0"", ""Thursday"": ""12:0-21:0"", ""Friday"": ""12:0-22:0"", ""Saturday"": ""12:0-22:0"", ""Sunday"": ""12:0-20:0""}",1,33.6382813274,-112.4132846999,Sumo Snow,85388,150,4.5,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee & Tea,Juice Bars & Smoothies,Desserts,Shaved Ice,Food,Bubble Tea,Shaved Snow}"
632 Bloor Street W,"{""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""HasTV"": ""False"", ""OutdoorSeating"": ""False"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsAttire"": ""'casual'"", ""RestaurantsReservations"": ""False"", ""RestaurantsTableService"": ""False"", ""BikeParking"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""u'none'"", ""WiFi"": ""u'free'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""NoiseLevel"": ""u'average'""}",-FHjXYCSizyNgUv-EXn6Yg,"""Juice Bars & Smoothies, Waffles, Food, Coffee & Tea, Cafes, Bubble Tea, Restaurants""",Toronto,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""12:0-23:0"", ""Friday"": ""12:0-23:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""12:0-23:0""}",0,43.6645066,-79.4145751,TeaGather,M6G 1K7,11,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Juice Bars & Smoothies,Waffles,Food,Coffee & Tea,Cafes,Bubble Tea,Restaurants}"
"7729 S Rainbow Blvd, Ste 9B","{""BusinessAcceptsCreditCards"": ""True"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""WheelchairAccessible"": ""True"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'free'"", ""OutdoorSeating"": ""True"", ""HasTV"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""GoodForKids"": ""True"", ""Alcohol"": ""u'none'"", ""Caters"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsTableService"": ""True"", ""NoiseLevel"": ""u'average'""}",VXIOTZb0vghuj9t7YSDWLA,"""Shaved Ice, Food, Desserts, Bubble Tea, Coffee & Tea, Cafes, Restaurants, Ice Cream & Frozen Yogurt""",Las Vegas,"{""Monday"": ""14:0-23:0"", ""Tuesday"": ""14:0-23:0"", ""Wednesday"": ""14:0-23:0"", ""Thursday"": ""14:0-23:0"", ""Friday"": ""14:0-23:0"", ""Saturday"": ""14:0-23:0"", ""Sunday"": ""14:0-23:0""}",0,36.0481291765,-115.2441752492,Ice Monster Cafe,89113,104,3.5,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""TRUE"", ""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Shaved Ice,Food,Desserts,Bubble Tea,Coffee & Tea,Cafes,Restaurants,Ice Cream & Frozen Yogurt}"
3307 Sheppard Avenue E,"{""WheelchairAccessible"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""Alcohol"": ""u'none'"", ""Caters"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsReservations"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsPriceRange2"": ""1"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""HasTV"": ""False"", ""WiFi"": ""u'no'"", ""RestaurantsDelivery"": ""True"", ""NoiseLevel"": ""u'quiet'"", ""OutdoorSeating"": ""False"", ""GoodForKids"": ""True"", ""RestaurantsTableService"": ""False"", ""RestaurantsAttire"": ""'casual'"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True""}",8_SD9VotY6gF2cfR7HZnIA,"""Bubble Tea, Restaurants, Juice Bars & Smoothies, Food, Sushi Bars""",Scarborough,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-21:30"", ""Saturday"": ""11:0-21:30"", ""Sunday"": ""11:0-20:0""}",1,43.7777923338,-79.3087818298,Mika Sushi,M1T 3K2,23,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Bubble Tea,Restaurants,Juice Bars & Smoothies,Food,Sushi Bars}"
1816 E 12th St,"{""RestaurantsAttire"": ""'casual'"", ""RestaurantsGoodForGroups"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""Caters"": ""True"", ""RestaurantsReservations"": ""False"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""False"", ""RestaurantsDelivery"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""Alcohol"": ""u'none'"", ""DogsAllowed"": ""True"", ""HasTV"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""False"", ""WiFi"": ""u'free'"", ""WheelchairAccessible"": ""True""}",IAbq5UuXX_hJbxTOB5suWQ,"""Cafes, Tea Rooms, Restaurants, Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Desserts, Bubble Tea""",Cleveland,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""7:30-18:0"", ""Wednesday"": ""7:30-18:0"", ""Thursday"": ""7:30-18:0"", ""Friday"": ""8:0-17:0""}",1,41.5017456888,-81.6850134552,Vintage Tea & Coffee,44114,65,4.5,OH,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Cafes,Tea Rooms,Restaurants,Coffee & Tea,Ice Cream & Frozen Yogurt,Food,Desserts,Bubble Tea}"
10066 Bayview Avenue,"{""Caters"": ""False"", ""WiFi"": ""'free'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True""}",ZkoVqwkO0ySkQA7oC9WFCQ,"""Bubble Tea, Food, Tea Rooms""",Richmond Hill,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""12:0-21:0"", ""Sunday"": ""12:0-21:0""}",0,43.877234126,-79.416042271,Qualitea,L4C 2K9,9,3,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Tea Rooms}"
"3290 Midland Avenue, Unit 5",{"RestaurantsPriceRange2": "1"},gESUdHH8ey-JC2fN8shC9w,"""Bubble Tea, Food, Desserts, Juice Bars & Smoothies""",Toronto,"{""Monday"": ""11:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0"", ""Thursday"": ""11:0-0:0"", ""Friday"": ""11:0-0:0"", ""Saturday"": ""11:0-0:0"", ""Sunday"": ""11:0-0:0""}",1,43.8064577087,-79.2894747108,Zero Zone,M1V,4,2,ON,,,"{Bubble Tea,Food,Desserts,Juice Bars & Smoothies}"
449 Dundas Street W,null,fCiTjtJYuDyk1xYtauYxEw,"""Japanese, Desserts, Restaurants, Bubble Tea, Food, Taiwanese""",Toronto,"{""Monday"": ""11:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0"", ""Thursday"": ""11:0-0:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""11:0-1:0"", ""Sunday"": ""11:0-0:0""}",1,43.6532063647,-79.3962752447,Sweet O'Clock,M5T 1G8,7,3.5,ON,,,"{Japanese,Desserts,Restaurants,Bubble Tea,Food,Taiwanese}"
4-4733 Steeles Avenue E,"{""WheelchairAccessible"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsPriceRange2"": ""3"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""False""}",SxYFytgifFIlNC41Gf-Xpw,"""Food, Bubble Tea""",Toronto,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""12:0-23:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-23:0""}",1,43.8249306558,-79.300780633,Hi Tea,M1V 4S5,27,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea}"
"717 Bay Street, Unit D","{""RestaurantsDelivery"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""Caters"": ""False"", ""WheelchairAccessible"": ""True"", ""BikeParking"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""DogsAllowed"": ""False""}",zFR99jgMi-qzaJXIx8MXHA,"""Food, Cafes, Bubble Tea, Restaurants""",Toronto,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-21:0"", ""Wednesday"": ""12:0-21:0"", ""Thursday"": ""12:0-21:0"", ""Friday"": ""12:0-21:0"", ""Saturday"": ""12:0-21:0"", ""Sunday"": ""12:0-21:0""}",1,43.6588362,-79.3846552,Labothéry,M5G 2J9,143,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Cafes,Bubble Tea,Restaurants}"
"3255 Highway 7 E, Unit F253","{""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""False"", ""WiFi"": ""'no'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""BikeParking"": ""True"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""1""}",KcNWvpy6jErME-a5XnpWLQ,"""Juice Bars & Smoothies, Specialty Food, Food, Coffee & Tea, Bubble Tea""",Markham,"{""Monday"": ""11:0-20:0"", ""Tuesday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0"", ""Thursday"": ""11:0-20:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-20:0""}",1,43.84985,-79.3476695,Presotea,L3R 3P9,19,2,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Juice Bars & Smoothies,Specialty Food,Food,Coffee & Tea,Bubble Tea}"
"110 2nd Avenue SE, Suite 10","{""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""'free'"", ""GoodForKids"": ""True"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WheelchairAccessible"": ""True"", ""RestaurantsReservations"": ""True"", ""DogsAllowed"": ""False"", ""OutdoorSeating"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""'none'"", ""BikeParking"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",eiMoZT2y3Jx2p8V2IeGl6A,"""Food, Restaurants, Desserts, Cafes, Bubble Tea, Juice Bars & Smoothies, Coffee & Tea, Fast Food""",Calgary,"{""Monday"": ""11:30-23:0"", ""Tuesday"": ""15:0-23:0"", ""Wednesday"": ""15:0-23:0"", ""Thursday"": ""11:30-23:0"", ""Friday"": ""11:30-1:0"", ""Saturday"": ""11:30-1:0"", ""Sunday"": ""11:30-0:0""}",1,51.0513172,-114.0620986,JusFruit Chinatown,T2G 0B2,30,3,AB,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Food,Restaurants,Desserts,Cafes,Bubble Tea,Juice Bars & Smoothies,Coffee & Tea,Fast Food}"
"9340 W Flamingo Rd, Ste 116","{""WheelchairAccessible"": ""True"", ""WiFi"": ""'free'"", ""RestaurantsPriceRange2"": ""1"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""False"", ""BikeParking"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""DogsAllowed"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""BusinessAcceptsBitcoin"": ""False"", ""RestaurantsDelivery"": ""False""}",k5rV_nKkYQHX0ebB3qV2kQ,"""Bubble Tea, Juice Bars & Smoothies, Coffee & Tea, Food, Tea Rooms""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:30"", ""Saturday"": ""10:0-21:30"", ""Sunday"": ""10:0-21:0""}",1,36.1160268,-115.2944204,No. 1 Boba Tea,89147,159,4.5,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Juice Bars & Smoothies,Coffee & Tea,Food,Tea Rooms}"
"9410 W Sahara Ave, Ste 130","{""RestaurantsPriceRange2"": ""1"", ""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'free'"", ""BusinessAcceptsCreditCards"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""BikeParking"": ""True""}",Gh8L5vvZC7v8KtICjNYugw,"""Acai Bowls, Bubble Tea, Food, Juice Bars & Smoothies""",Las Vegas,"{""Monday"": ""11:0-23:0"", ""Tuesday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0"", ""Thursday"": ""11:0-23:0"", ""Friday"": ""11:0-0:0"", ""Saturday"": ""11:0-0:0"", ""Sunday"": ""11:0-23:0""}",1,36.1467706,-115.3010384,Enso Tea Bar,89117,61,4,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Acai Bowls,Bubble Tea,Food,Juice Bars & Smoothies}"
"100 City Centre Drive, Unit 02-829","{""WiFi"": ""'no'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True""}",Pj-SNqjFwu7zGUZLH-MhLg,"""Food, Bubble Tea, Juice Bars & Smoothies""",Mississauga,null,1,43.5938648285,-79.6425965352,Real Fruit Bubble Tea,L5B 2C9,9,4.5,ON,,,"{Food,Bubble Tea,Juice Bars & Smoothies}"
"3260 Midland Ave, F-107","{""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""WheelchairAccessible"": ""True""}",jAIeziQkY_JScpBT1tovFg,"""Food, Bubble Tea""",Toronto,"{""Monday"": ""12:0-23:30"", ""Tuesday"": ""12:0-23:30"", ""Wednesday"": ""12:0-23:30"", ""Thursday"": ""12:0-23:30"", ""Friday"": ""11:30-1:0"", ""Saturday"": ""11:30-1:0"", ""Sunday"": ""11:30-23:30""}",1,43.804837,-79.2881695,The Alley,M1V 0C7,79,4,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea}"
104-7240 Woodbine Avenue,"{""GoodForKids"": ""True"", ""RestaurantsTakeOut"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""u'average'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""HasTV"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""'none'"", ""RestaurantsAttire"": ""'casual'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsReservations"": ""True"", ""RestaurantsTableService"": ""True"", ""WiFi"": ""'free'"", ""OutdoorSeating"": ""False"", ""BikeParking"": ""True""}",VRYeIWCo4JPpEG6-Hm9RKA,"""Food, Desserts, Taiwanese, Restaurants, Bubble Tea""",Markham,"{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-22:0""}",1,43.8200186584,-79.3508907004,ZenQ,L3R 1A4,34,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Food,Desserts,Taiwanese,Restaurants,Bubble Tea}"
4750 Yonge Street,"{""WiFi"": ""'free'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""False"", ""BikeParking"": ""True"", ""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",Zcu642UYN8h9v7-Hq8kQMA,"""Food, Juice Bars & Smoothies, Bubble Tea""",North York,"{""Monday"": ""11:30-23:0"", ""Tuesday"": ""11:30-23:0"", ""Wednesday"": ""11:30-23:0"", ""Thursday"": ""11:30-23:0"", ""Friday"": ""11:30-23:0"", ""Saturday"": ""11:30-23:0"", ""Sunday"": ""11:30-23:0""}",1,43.7600668091,-79.4109737501,Presotea,M2N 5M6,19,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Food,Juice Bars & Smoothies,Bubble Tea}"
